t_us,gap_us,sync,len,type,is_extended,ext_dest,ext_src,crc_rx,crc_calc,crc_ok,hex
586565200,42,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
586565243,43,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586665422,100179,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
586665538,116,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
586665587,49,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 ff ff ff ce 97 ee 18 16 e0 c3 5e 2b
586665626,39,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
586765793,100167,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586765921,128,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586765968,47,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
586766013,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586766055,42,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
586866208,100153,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586866334,126,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586866380,46,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586866422,42,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 01 cc 3b ee 18 16 e0 c3 5e 2b
586866458,36,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586966595,100137,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
586966716,121,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586966765,49,0xEE,0x18,0x16,0,,,0x44,0x44,1,ee 18 16 e0 bb 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 44
586966812,47,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
586966857,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
586966901,44,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
587067077,100176,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587067206,129,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587067255,49,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 50 5a ee 18 16 e0 c3 5e 2b
587067291,36,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
587167442,100151,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587167571,129,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587167626,55,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587167671,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587167713,42,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
587267854,100141,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587267981,127,0xEE,0x18,0x16,0,,,0x66,0x66,1,ee 18 16 df c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 66
587268056,75,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
587268102,46,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 6e 04 ee 18 16 e0 c3 5e 2b
587268141,39,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
587268185,44,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587368353,100168,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587368490,137,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587368539,49,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587368584,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587368626,42,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587468783,100157,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587468908,125,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587468955,47,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 f0 11 ee 18 16 e0 c3 5e 2b
587468989,34,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587569135,100146,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
587569265,130,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587569316,51,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587569367,51,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587569410,43,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
587669582,100172,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587669710,128,0xEE,0x18,0x16,0,,,0x1A,0x1A,1,ee 18 16 df c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 1a
587669765,55,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
587669810,45,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 5a 0c ee 18 16 e0 c3 5e 2b
587669845,35,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587669893,48,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587770043,100150,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587770169,126,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587770214,45,0xEE,0x18,0x16,0,,,0x66,0x66,1,ee 18 16 df c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 66
587770257,43,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587770297,40,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587870502,100205,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
587870622,120,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587870671,49,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 46 89 ee 18 16 e0 c3 5e 2b
587870708,37,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587970845,100137,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
587970970,125,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
587971017,47,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587971058,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587971097,39,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
587971139,42,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588071276,100137,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588071407,131,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588071456,49,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 6e 04 ee 18 16 e0 c3 5e 2b
588071492,36,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588071533,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588171687,100154,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588171819,132,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588171869,50,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588171911,42,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588171954,43,0xEE,0x18,0x16,0,,,0x66,0x66,1,ee 18 16 df c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 66
588274552,102598,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588274661,109,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
588274745,84,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 dc 62 ee 18 16 e0 c3 5e 2b
588274780,35,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588374935,100155,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588375054,119,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588375099,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588375145,46,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588375186,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588375227,41,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588475825,100598,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588476041,216,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588476115,74,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 f0 11 ee 18 16 e0 c3 5e 2b
588476165,50,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588476218,53,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588577111,100893,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588577216,105,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588577260,44,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
588577301,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588577340,39,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
588677745,100405,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588677937,192,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588677986,49,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 8c ad ee 18 16 e0 c3 5e 2b
588678022,36,0xEE,0x18,0x16,0,,,0x44,0x44,1,ee 18 16 e0 bb 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 44
588678065,43,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588778223,100158,0xEE,0x18,0x16,0,,,0x66,0x66,1,ee 18 16 df c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 66
588778329,106,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
588778374,45,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588778413,39,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588778452,39,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588878596,100144,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588878704,108,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588878750,46,0xEE,0x10,0x00,0,,,0x2B,0xC5,0,ee 10 00 03 0d 40 00 00 00 e6 c2 ee 18 16 e0 d3 5e 2b
588878786,36,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588878827,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588979011,100184,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588979144,133,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588979201,57,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588979247,46,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
588979289,42,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
589079446,100157,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
589079571,125,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
589079621,50,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 46 89 ee 18 16 e0 c3 5e 2b
589079656,35,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
589079699,43,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589179854,100155,0xEE,0x18,0x16,0,,,0xB5,0xB5,1,ee 18 16 e0 d3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c b5
589179963,109,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589180028,65,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589180071,43,0xEE,0x18,0x16,0,,,0x66,0x66,1,ee 18 16 df c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 66
589180113,42,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
589280275,100162,0xEE,0x18,0x16,0,,,0x73,0x73,1,ee 18 16 e0 c3 5e 2b ae d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 73
589280381,106,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589280427,46,0xEE,0x10,0x00,0,,,0x2B,0x75,0,ee 10 00 03 0d 40 00 00 00 6e 04 ee 18 16 e0 c3 5e 2b
589280462,35,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
589280503,41,0xEE,0x18,0x16,0,,,0x98,0x98,1,ee 18 16 e0 c3 5e 2b b0 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 98
589380668,100165,0xEE,0x18,0x16,0,,,0x60,0x60,1,ee 18 16 e0 c3 5e 2b b4 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c 60
589380781,113,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589380828,47,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589380870,42,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
589380911,41,0xEE,0x18,0x16,0,,,0xE4,0xE4,1,ee 18 16 e0 c3 5e 2b b2 d7 8a 56 b4 02 7c e0 03 1f f8 c0 07 3e f0 81 0f 7c e4
